CSV Converter: v1.050,Filter: v1.008,File system version: v4,Unit: 174,Time stamps indicate the beginning of the averaging period,38m is a fixed reference measurement,The GPS field contains WGS84 datum and the latitude and longitude are in degrees and decimal minutes correct to the nearest 0.001 minutes,Measurement heights: 148m 90m 69m 44m 19m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time and Date,Status Flags,Battery (V),Generator (V),Optics Temp. (C),Electronics Temp. (C),Battery Temp. (C),GPS Data,ZephIR Bearing (deg),Tilt (degs),Air Temp. (C),Pressure (mbar),Humidity (%),MET Wind Speed (m/s),MET Direction (deg),Raining,Packets in Average at 148m,Wind Direction (deg) at 148m,Horizontal Wind Speed (m/s) at 148m,Vertical Wind Speed (m/s) at 148m,Horizontal Std.Dev. (m/s) at 148m,Horizontal Variance ((m/s)^2) at 148m,Horizontal Min (m/s) at 148m,Horizontal Max (m/s) at 148m,TI at 148m,Packets in Average at 90m,Wind Direction (deg) at 90m,Horizontal Wind Speed (m/s) at 90m,Vertical Wind Speed (m/s) at 90m,Horizontal Std.Dev. (m/s) at 90m,Horizontal Variance ((m/s)^2) at 90m,Horizontal Min (m/s) at 90m,Horizontal Max (m/s) at 90m,TI at 90m,Packets in Average at 69m,Wind Direction (deg) at 69m,Horizontal Wind Speed (m/s) at 69m,Vertical Wind Speed (m/s) at 69m,Horizontal Std.Dev. (m/s) at 69m,Horizontal Variance ((m/s)^2) at 69m,Horizontal Min (m/s) at 69m,Horizontal Max (m/s) at 69m,TI at 69m,Packets in Average at 44m,Wind Direction (deg) at 44m,Horizontal Wind Speed (m/s) at 44m,Vertical Wind Speed (m/s) at 44m,Horizontal Std.Dev. (m/s) at 44m,Horizontal Variance ((m/s)^2) at 44m,Horizontal Min (m/s) at 44m,Horizontal Max (m/s) at 44m,TI at 44m,Packets in Average at 19m,Wind Direction (deg) at 19m,Horizontal Wind Speed (m/s) at 19m,Vertical Wind Speed (m/s) at 19m,Horizontal Std.Dev. (m/s) at 19m,Horizontal Variance ((m/s)^2) at 19m,Horizontal Min (m/s) at 19m,Horizontal Max (m/s) at 19m,TI at 19m
18/09/2013 04:10,Green,26.913,2.26,26.6,33,28.9,N51535755W8296563,340.333,0.6,11,999.9,85.4,3.6,254.413,0,25,337.376,9.491,0.034,0.599,0.359,8.202,10.901,0.07699051,25,334.85,6.36,0.146,0.75,0.563,4.772,7.849,0.1438877,24,332.434,5.377,0.099,0.822,0.676,3.138,6.873,0.1864624,25,325.698,4.571,0.039,1.141,1.302,2.24,6.873,0.3044218,25,324.271,3.655,-0.139,1.075,1.157,1.809,5.533,0.3587849
18/09/2013 04:20,Green,26.913,2.26,26.6,33,28.3,N51535779W8296566,340.291,0.5,11.3,1000.1,85,5,261.844,0,25,336.045,9.697,0.024,0.655,0.429,8.293,11.409,0.08238035,25,333.288,6.709,-0.008,0.98,0.96,4.549,8.849,0.1781234,25,330.919,5.983,0.003,1.185,1.404,2.984,7.883,0.2415171,24,326.127,5.205,0.076,1.19,1.416,2.813,8.596,0.2788023,26,320.925,4.386,-0.003,1.131,1.279,1.989,6.601,0.314409
18/09/2013 04:30,Green,26.922,2.26,27.2,33,28.3,N51535770W8296555,340.324,0.9,11.3,1000.1,85.1,1.6,256.534,0,26,338.23,9.168,0.052,0.681,0.464,7.953,10.817,0.09064057,26,333.957,6.861,0.002,1.092,1.192,4.92,9.421,0.1940611,26,329.803,6.127,-0.012,0.94,0.883,4.333,7.935,0.1870045,26,322.663,5.568,0.043,0.99,0.98,4.06,7.505,0.2168395,26,326.219,4.897,-0.024,1.119,1.253,3.249,8.223,0.2787319
18/09/2013 04:40,Green,26.921,2.26,26.6,33,28.9,N51535778W8296563,340.303,1.1,11,1000.3,85.3,3,253.365,0,25,337.42,9.043,-0.042,0.759,0.576,8.001,10.79,0.1023171,25,332.783,6.915,0.067,0.721,0.52,5.188,8.247,0.1272238,24,329.201,6.215,-0.063,0.889,0.79,4.494,7.78,0.1743587,25,321.061,5.584,-0.072,1.143,1.307,3.359,8.135,0.2496479,25,319.32,4.71,-0.025,1.015,1.031,2.785,7.05,0.2628995
18/09/2013 04:50,Green,26.925,2.26,26.6,33,28.9,N51535764W8296562,340.296,0.6,10.7,1000.7,85.6,2.8,253.238,0,26,337.51,8.377,0.049,0.45,0.203,7.712,9.395,0.06552973,25,330.801,6.054,0.022,0.609,0.371,4.724,7.18,0.1226585,25,326.108,5.493,0.101,0.7,0.489,4.353,6.973,0.1553064,25,320.967,4.951,-0.099,0.783,0.613,3.621,6.342,0.1928868,25,315.308,4.202,0.048,0.967,0.935,2.049,6.071,0.2805989
18/09/2013 05:00,Green,26.919,2.26,26.6,33,28.3,N51535786W8296571,340.321,0.7,10.7,1000.8,85.9,2.5,251.101,0,25,342.333,8.212,0.031,0.57,0.325,7.081,9.362,0.08463279,26,339.358,5.554,0.063,0.713,0.508,4.243,7.535,0.1565286,26,338.084,4.715,0.026,0.722,0.521,3.734,6.252,0.1866746,25,331.57,3.86,0.091,0.929,0.863,2.504,5.677,0.2934935,26,322.145,3.05,-0.025,0.721,0.52,1.911,4.281,0.2883994
18/09/2013 05:10,Green,26.916,2.26,26.6,33,28.9,N51535779W8296521,340.305,1.5,10.9,1001,86,2.7,241.172,0,25,343.441,8.608,-0.023,0.661,0.437,7.212,9.529,0.09361617,25,341.95,5.652,0.003,0.751,0.564,4.124,7.129,0.1619845,25,342.181,4.594,-0.076,0.828,0.686,2.999,6.223,0.2198145,25,343.417,3.643,-0.06,0.824,0.68,2.379,5.007,0.2759678,24,329.786,2.698,0.175,0.751,0.565,1.645,4.049,0.3396773
18/09/2013 05:20,Green,26.907,2.26,26.6,33,28.9,N51535766W8296577,340.32,1,10.8,1001.1,85.7,2.3,253.638,0,25,344.804,7.877,-0.058,0.511,0.261,7.171,8.827,0.07914304,25,342.151,5.712,0.087,0.73,0.533,4.421,7.189,0.1559038,25,340.119,4.892,-0.129,0.92,0.847,3.567,7.257,0.2294625,25,334.763,3.935,-0.024,0.942,0.888,2.316,6.542,0.2920904,26,330.455,2.994,0.005,1.036,1.074,1.879,5.755,0.422132
18/09/2013 05:30,Green,26.914,2.26,26.6,33,28.9,N51535784W8296561,340.339,1.9,10.6,1001,85.4,2.8,251.964,0,26,343.491,6.871,-0.011,0.674,0.455,5.503,8.1,0.1196689,26,338.989,4.996,-0.029,0.501,0.251,4.081,6.217,0.1222686,25,335.617,4.225,0.028,0.515,0.265,3.152,5.033,0.1486145,25,329.118,3.459,0.049,0.528,0.278,2.121,4.334,0.1860293,25,326.082,2.62,-0.055,0.625,0.39,1.47,3.817,0.2906831
18/09/2013 05:40,Green,26.903,2.26,26.6,33,28.3,N51535772W8296532,340.329,0.7,10.6,1001.5,85.6,1.7,251.355,0,25,340.393,6.393,-0.043,0.435,0.189,5.371,7.083,0.08290655,25,336.315,4.956,0.043,0.51,0.261,3.762,6.003,0.1256042,26,334.441,4.261,-0.019,0.51,0.26,3.204,5.429,0.1459655,26,328.487,3.564,-0.01,0.566,0.32,2.41,4.739,0.1935709,25,318.375,2.875,0.095,0.617,0.381,1.608,3.884,0.2618716
18/09/2013 05:50,Green,26.912,2.26,26.6,33,28.9,N51535780W8296564,340.348,0.6,10.6,1001.8,85.5,2.6,252.978,0,25,343.439,7.07,0.023,0.645,0.416,5.358,8.68,0.1112373,25,335.426,5.653,0.04,0.894,0.799,3.368,7.706,0.1928294,25,331.377,5.1,0.053,0.908,0.825,3.723,7.45,0.21721,25,331.367,4.224,-0.119,0.84,0.706,2.224,6.06,0.242596,26,325.377,3.2,0.143,0.754,0.569,2.022,4.749,0.2874101
18/09/2013 06:00,Green,26.914,2.26,26.6,33,28.3,N51535778W8296574,340.325,0.8,10.6,1001.9,85.5,5.9,256.606,0,26,343.951,6.75,-0.007,0.804,0.646,4.522,7.766,0.1451948,26,337.792,5.514,-0.045,0.89,0.792,3.726,7.097,0.1968559,26,335.602,5.09,-0.09,0.931,0.867,3.646,6.974,0.2230814,25,334.505,4.415,-0.058,1.042,1.085,2.516,6.609,0.2877593,25,332.642,3.808,-0.107,1.021,1.043,1.994,5.734,0.3270539
18/09/2013 06:10,Green,26.905,2.26,26.6,33,28.9,N51535772W8296590,340.317,0.7,10.8,1002.3,85.2,1.3,247.519,0,25,340.046,6.841,0.007,0.597,0.357,5.759,8.213,0.1064726,25,333.289,5.601,-0.033,0.835,0.698,4.194,7.014,0.181905,25,330.624,5.008,-0.03,0.89,0.793,3.511,6.826,0.2168185,25,328.141,4.585,0.107,0.956,0.914,3.039,6.31,0.2542011,25,322.991,3.537,-0.065,1.059,1.121,2.184,6.435,0.3649527
18/09/2013 06:20,Green,26.909,2.26,26.6,33,28.9,N51535757W8296590,340.302,0.8,10.6,1002.5,84.8,3.5,249.014,0,25,335.037,6.216,0.045,0.512,0.262,5.502,7.425,0.1004566,25,327.886,4.841,0.004,0.535,0.286,3.738,5.686,0.1347799,24,325.122,4.384,0.04,0.551,0.304,3.49,5.393,0.1533705,26,323.561,3.888,0.046,0.783,0.613,2.636,5.568,0.2455373,26,317.779,3.635,-0.06,0.92,0.846,2.224,5.352,0.3085524
18/09/2013 06:30,Green,26.908,2.26,26.6,33,28.9,N51535751W8296585,340.284,0.7,10.7,1002.6,85.3,2,248.793,0,26,333.704,7.179,0.062,0.521,0.271,5.299,7.861,0.08849876,26,328.147,5.643,0.037,0.638,0.407,3.403,6.321,0.1379358,26,326.379,5.048,0.026,0.718,0.516,3.012,6.24,0.1735451,26,321.774,4.396,0.007,0.725,0.525,3.089,5.7,0.2010142,25,317.328,3.66,0.078,0.746,0.556,2.406,5.364,0.2485125
18/09/2013 06:40,Green,26.917,2.26,26.6,33,28.9,N51535744W8296590,340.327,1,10.7,1002.8,85,1.8,244.088,0,25,331.393,7.039,-0.131,0.224,0.05,6.603,7.394,0.03887941,25,324.912,5.811,0.04,0.465,0.216,4.677,6.547,0.09752923,25,322.867,5.124,0.007,0.479,0.23,4.206,6.055,0.1140541,25,319.117,4.146,0.088,0.608,0.37,2.812,5.089,0.1788111,25,305.366,3.031,-0.014,0.618,0.382,1.958,4.294,0.2487699
18/09/2013 06:50,Green,26.916,2.26,24.3,33,28.3,N51535759W8296579,340.364,0.6,10.8,1003,85.3,2.9,250.85,0,25,330.687,7.496,-0.058,0.241,0.058,7.172,8.086,0.03923809,25,323.774,6.109,0.082,0.414,0.171,5.17,6.949,0.08261812,25,320.759,5.382,-0.01,0.457,0.209,4.583,6.38,0.1035786,25,314.749,4.57,-0.076,0.629,0.396,3.198,5.612,0.1678189,26,312.845,3.94,0.068,0.889,0.79,2.604,5.531,0.2751077
18/09/2013 07:00,Green,26.909,2.26,26,33,28.9,N51535748W8296604,340.407,0.8,10.8,1003.2,85.3,2.9,248.864,0,26,328.012,7.683,0.009,0.356,0.126,7.081,8.427,0.05643031,25,322.702,6.247,-0.067,0.538,0.29,4.975,7.333,0.1051146,26,319.398,5.629,0.053,0.618,0.382,4.08,6.709,0.1339926,25,317.754,4.609,0.013,0.806,0.65,3.065,6.383,0.2134093,25,314.376,3.295,0.008,0.572,0.327,2.351,4.296,0.2116138
18/09/2013 07:10,Green,26.918,2.26,26,33,28.3,N51535781W8296579,340.4,0.7,10.9,1003.3,84.9,1.1,245.352,0,25,326.734,7.291,0.039,0.531,0.282,6.265,8.133,0.08887855,25,320.922,5.528,0.06,0.668,0.447,4.252,6.988,0.1474629,25,318.909,4.901,-0.004,0.702,0.492,3.688,6.547,0.1746218,26,314.298,4.484,0.07,0.643,0.413,3.188,5.548,0.1748832,25,305.35,4.058,-0.094,0.881,0.775,2.823,5.803,0.2646032
18/09/2013 07:20,Green,26.914,2.26,26,33,28.3,N51535773W8296575,340.429,1,11.1,1003.4,84.3,2.4,262.266,0,25,329.601,8.221,-0.04,0.374,0.14,7.413,9.009,0.05544421,25,326.144,6.58,0.016,0.839,0.704,4.632,8.516,0.1554748,25,324.344,6.051,-0.039,0.887,0.787,4.201,7.971,0.1787585,25,318.141,5.614,0.022,1.065,1.134,3.872,8.041,0.2313068,26,317.703,4.545,0.104,1.124,1.262,2.988,7.783,0.3014843
18/09/2013 07:30,Green,26.912,2.26,26,33,29.5,N51535764W8296566,340.346,0.5,11,1003.6,83.7,9.2,256.133,0,26,9998,9998,9998,9998,0.3,9998,9998,9998,24,9998,9998,9998,9998,0.764,9998,9998,9998,25,9998,9998,9998,9998,0.876,9998,9998,9998,26,330.95,4.239,-0.002,0.843,0.71,2.808,6.154,0.2424285,25,325.384,3.522,-0.034,0.652,0.426,2.387,5.077,0.2258411
18/09/2013 07:40,Green,26.909,2.26,26.6,33,28.3,N51535784W8296536,340.354,0.5,11.2,1003.7,83.8,2.6,252.114,0,25,340.01,6.846,-0.016,0.655,0.429,5.392,8.105,0.1167213,24,339.04,5.689,0.007,0.875,0.765,3.869,7.209,0.1874789,25,337.355,5.12,0.022,0.878,0.77,3.37,6.45,0.2090887,25,333.987,4.53,0.092,0.959,0.919,2.903,6.541,0.2580822,26,332.765,3.758,0.081,1.006,1.013,1.947,5.786,0.3265977
18/09/2013 07:50,Green,26.909,2.26,26,33,28.3,N51535772W8296553,340.359,1.2,11.2,1003.8,83.7,4.7,256.658,0,25,334.502,7.486,0.057,0.84,0.705,5.637,9.174,0.1368065,25,330.24,6.282,0.078,1.022,1.044,4.165,8.133,0.1983307,25,328.846,5.838,0.096,1.039,1.079,3.971,7.514,0.2170236,25,326.586,5.184,0.009,1.19,1.417,3.144,7.101,0.279996,25,320.098,4.481,0.173,1.138,1.295,2.633,7.007,0.3097627
18/09/2013 08:00,Green,26.911,2.26,26.6,33,28.9,N51535770W8296548,340.348,0.5,11.4,1003.8,83.1,1.4,251.538,0,26,331.817,8.25,-0.017,0.662,0.438,6.761,9.576,0.09786429,26,329.356,6.596,-0.036,0.922,0.85,4.665,9.109,0.1704931,25,325.77,6.145,0.011,1.061,1.125,4.627,9.474,0.2104975,26,323.512,5.439,0.013,1.039,1.08,3.304,7.455,0.2329681,25,326.418,4.681,-0.069,1.353,1.832,2.338,7.172,0.3525813
18/09/2013 08:10,Green,26.898,2.26,26.6,33,28.9,N51535797W8296567,340.343,0.5,11.5,1004.1,82.2,3.4,249.897,0,25,336.578,7.736,-0.079,0.893,0.797,5.78,9.414,0.1407051,25,332.876,6.353,-0.001,0.904,0.818,4.529,8.296,0.1735956,25,329.878,6.085,-0.132,0.766,0.586,4.748,7.866,0.1534404,24,324.023,5.361,0.022,1.025,1.05,3.234,6.748,0.2330731,25,318.876,4.774,0.065,1.33,1.769,2.939,7.929,0.339783
18/09/2013 08:20,Green,26.906,2.26,26,33,28.9,N51535766W8296541,340.373,0.6,11.5,1004.2,82,2.3,261.032,0,25,333.257,7.64,0.007,0.817,0.668,5.696,9.295,0.130491,25,329.504,6.377,0.051,1.145,1.312,3.902,8.797,0.219006,25,328.31,5.799,0.166,1.228,1.508,3.728,8.32,0.2582453,25,327.949,5.338,0.08,1.127,1.27,3.088,8.179,0.2574022,25,325.768,4.966,-0.179,1.493,2.23,2.963,8.073,0.3666828
18/09/2013 08:30,Green,26.903,2.26,26,33,28.9,N51535770W8296523,340.336,1.1,10.9,1004.3,82.4,5.3,254.564,0,26,331.034,7.471,-0.036,1.149,1.319,5.332,9.317,0.1874818,26,326.915,6.377,-0.036,1.449,2.098,3.961,9.48,0.277024,26,323.821,5.931,-0.05,1.402,1.965,3.455,9.056,0.2882177,26,323.417,5.673,0.057,1.338,1.789,3.53,8.051,0.287533,25,320.618,4.818,-0.09,1.051,1.105,3.318,6.753,0.266067
18/09/2013 08:40,Green,26.907,2.26,26,32.4,28.9,N51535781W8296580,340.309,0.8,11.4,1004.3,81.7,2.8,259.619,0,25,326.201,8.563,0.032,0.834,0.695,7.085,10.653,0.1187369,25,323.322,8.119,0.034,0.97,0.942,6.409,10.021,0.1457518,25,322.994,7.875,0.07,0.996,0.993,5.694,9.424,0.1543089,23,323.71,7.417,-0.028,1.071,1.148,5.195,9.602,0.1761745,25,320.202,6.486,0.185,1.345,1.81,4.103,9.234,0.2529535
18/09/2013 08:50,Green,26.915,2.26,26,33,28.3,N51535730W8296545,340.366,0.7,11.6,1004.3,80.4,3.4,255.967,0,25,325.187,7.885,0.028,0.707,0.5,5.93,9.187,0.109328,25,323.709,7.174,-0.017,1.124,1.264,5.395,9.024,0.1911461,25,322.573,6.959,0.003,1.266,1.602,4.415,9.528,0.2218257,24,321.518,6.788,-0.048,1.403,1.968,4.115,9.679,0.2520216,25,317.493,6.074,-0.208,1.658,2.75,3.162,9.088,0.3329659
18/09/2013 09:00,Green,26.919,2.26,23.7,32.4,28.3,N51535790W8296577,340.351,0.4,11.7,1004.4,79.2,7.1,262.94,0,26,332.098,8.189,0.026,0.853,0.728,6.54,9.737,0.1270811,26,334.415,7.229,-0.051,1.078,1.163,5.511,9.085,0.1819191,26,333.969,6.943,0.064,1.068,1.14,5.398,8.948,0.1875028,26,330.669,6.59,0.093,1.169,1.367,4.784,8.638,0.2163594,25,326.887,5.951,-0.177,1.208,1.459,4.182,8.459,0.247542
18/09/2013 09:10,Green,26.927,2.26,26,32.4,28.3,N51535779W8296577,340.347,0.9,12.2,1004.6,78.6,2.1,255.898,0,25,321.501,7.09,0.161,1.064,1.133,5.013,9.08,0.1830805,25,315.211,6.67,0.069,1.011,1.022,4.661,9.24,0.1848525,25,313.119,6.564,-0.127,1.227,1.505,4.501,9.528,0.2279413,24,311.502,6.6,0.085,1.228,1.508,4.205,8.912,0.2269447,24,309.86,5.694,-0.056,1.461,2.134,3.834,8.773,0.3129126
18/09/2013 09:20,Green,26.921,2.26,26,32.4,28.3,N51535782W8296584,340.36,0.5,12.4,1004.7,77,2.6,254.636,0,26,323.137,7.938,-0.039,0.837,0.7,5.988,9.676,0.1285313,25,316.938,7.14,0.105,1.143,1.306,5.255,8.961,0.1952155,25,314.751,7.032,-0.028,1.167,1.362,4.504,8.745,0.2024015,25,314.043,7.028,-0.126,1.164,1.355,3.712,8.753,0.2019915,25,316.164,6.678,0.024,1.171,1.371,4.127,8.959,0.2138364
18/09/2013 09:30,Green,26.907,2.26,26,32.4,27.2,N51535793W8296573,340.405,0.6,12.6,1004.7,75.4,2.6,256.719,0,24,318.137,8.907,-0.264,1.839,3.382,5.495,12.178,0.2517913,26,314.493,8.213,-0.195,1.695,2.873,4.904,11.11,0.2517106,26,312.66,8.001,-0.017,1.534,2.353,4.9,11.394,0.2337785,26,308.976,7.825,-0.044,2.134,4.553,4.825,12.193,0.3325541,26,307.076,6.51,0.192,1.723,2.968,3.516,11.282,0.3227318
18/09/2013 09:40,Green,26.91,2.26,26.6,32.4,28.3,N51535780W8296579,340.387,0.9,13.2,1004.6,72.5,2.5,249.83,0,25,327.524,9.28,-0.014,1.094,1.196,7.041,11.471,0.1437315,25,324.474,8.541,-0.056,1.286,1.654,6.185,11.474,0.1836088,25,323.651,8.108,-0.016,1.346,1.812,5.478,11.795,0.2024721,24,318.577,8.01,-0.14,1.646,2.711,6.074,14.003,0.2506714,24,318.924,7.276,0.298,1.498,2.243,4.389,11.932,0.2509965
18/09/2013 09:50,Green,26.908,2.26,26,32.4,27.8,N51535795W8296540,340.412,0.5,13.3,1004.9,71.6,6.8,261.485,0,26,332.327,8.819,-0.085,0.918,0.842,7.388,10.734,0.1268837,25,331.914,7.878,-0.057,1.15,1.323,5.691,9.788,0.1780537,24,328.356,7.549,0.234,1.167,1.363,5.664,9.747,0.1885785,24,324.629,7.086,-0.119,1.284,1.649,5.23,10.035,0.2209991,24,326.118,6.647,0.033,1.318,1.736,4.791,9.551,0.2417408
18/09/2013 10:00,Green,26.913,2.26,26.6,32.4,28.3,N51535781W8296548,340.424,0.6,13.7,1005.1,71.5,3.4,257.446,0,25,324.525,9.112,0.089,1.102,1.215,7.261,11.785,0.1475454,25,324.026,8.806,-0.023,1.649,2.719,5.463,11.522,0.2283422,26,323.751,8.469,-0.019,1.551,2.405,4.949,11.532,0.223286,25,323.416,7.958,-0.047,1.467,2.152,4.898,10.718,0.2248106,25,319.576,7.105,0.019,1.291,1.666,4.214,9.12,0.2215169
18/09/2013 10:10,Green,26.92,2.26,26.6,32.4,28.9,N51535768W8296559,340.47,0.8,13,1005,71.8,5.4,255.17,0,26,330.849,8.666,0.143,1.389,1.931,6.007,11.748,0.1955234,25,329.596,7.657,-0.07,1.654,2.736,4.75,10.744,0.2634808,24,329.415,7.169,0.097,1.603,2.569,4.188,10.469,0.2726624,23,325.59,7.185,0.109,1.346,1.812,4.451,10.54,0.2284601,24,325.041,6.807,-0.03,1.799,3.238,4.682,10.914,0.3223657
18/09/2013 10:20,Green,26.927,2.26,26.6,32.4,28.3,N51535748W8296579,340.423,0.8,13.2,1004.6,70.4,6.7,267.427,0,25,327.987,9.755,-0.094,1.17,1.369,7.649,12.355,0.14628,25,326.545,9.065,-0.13,1.333,1.776,6.764,12.566,0.1792711,26,326.615,8.799,-0.035,1.383,1.913,5.559,11.806,0.1916896,26,327.135,8.079,-0.012,1.235,1.526,5.444,10.063,0.1864918,25,326.775,7.322,0.019,1.671,2.794,3.95,11.249,0.2783893
18/09/2013 10:30,Green,26.91,2.26,26.6,32.4,28.3,N51535770W8296561,340.422,0.5,13.4,1005.2,71.6,3.6,258.928,0,25,313.431,9.064,-0.182,1.589,2.525,5.846,11.647,0.2138103,26,311.25,8.33,-0.011,1.42,2.018,6.186,10.974,0.20794,26,309.99,8.303,0.046,1.365,1.864,6.49,11.533,0.2005035,25,309.044,7.988,-0.085,1.176,1.384,5.466,10.104,0.1796081,25,304.405,7.061,0.155,1.688,2.849,4.142,11.328,0.291535
18/09/2013 10:40,Green,26.923,2.26,26.6,32.4,28.3,N51535771W8296565,340.436,0.9,13.3,1005.4,69.7,5.3,253.467,0,25,319.779,8.694,-0.02,1.065,1.134,6.356,10.774,0.1493808,25,315.488,7.857,-0.016,1.383,1.911,4.987,10.503,0.2146015,25,314.331,7.338,0.08,1.549,2.399,4.382,10.253,0.2574034,26,312.134,6.928,0.017,1.542,2.377,3.632,9.582,0.2713888,26,313.358,6.156,-0.327,1.661,2.76,2.842,9.77,0.3290949
18/09/2013 10:50,Green,26.911,2.26,27.2,32.4,28.3,N51535778W8296564,340.535,0.5,13.8,1005.8,67.9,2.1,246.815,0,24,314.94,7.349,0.141,1.319,1.741,5.524,10.628,0.2189357,25,310.714,6.681,0.172,1.526,2.328,4.689,10.7,0.2785256,24,307.043,6.261,0.014,1.412,1.993,3.913,10.911,0.2749369,25,304.856,5.972,-0.038,1.299,1.686,3.247,9.126,0.2651592,24,304.544,5.796,0.141,1.062,1.128,3.726,7.752,0.2234968
18/09/2013 11:00,Green,26.906,2.26,27.2,33,28.3,N51535766W8296568,340.532,0.5,14.5,1005.6,64.9,4.6,249.496,0,25,322.805,7.798,-0.072,0.908,0.825,5.884,9.308,0.1420368,26,318.572,6.644,-0.008,1.014,1.028,4.641,9.271,0.1861484,25,315.502,6.231,-0.101,1.393,1.94,3.774,8.765,0.2726283,25,312.2,5.87,-0.036,1.669,2.785,3.488,10.793,0.3467191,24,306.611,5.142,0.068,1.297,1.682,2.812,9.468,0.3075928
18/09/2013 11:10,Green,26.918,2.26,27.2,33,28.3,N51535770W8296563,340.56,0.4,14.8,1005.6,62.3,1.7,251.692,0,25,308.588,8.138,-0.057,1.161,1.347,5.762,10.419,0.1739498,24,301.564,7.953,-0.147,1.436,2.063,5.212,10.611,0.220219,25,303.836,7.601,-0.118,1.534,2.354,4.828,10.517,0.2461567,24,301.035,6.977,0.111,1.784,3.182,4,11.128,0.3117847,25,294.286,6.089,-0.144,1.496,2.238,3.889,9.616,0.2996351
18/09/2013 11:20,Green,26.911,2.26,27.8,33,28.9,N51535783W8296565,340.544,0.4,15,1005.6,62.7,2.5,256.178,0,25,320.959,8.622,-0.228,1.624,2.638,5.666,12.186,0.2297426,24,318.456,7.816,0.088,1.623,2.636,4.879,11.588,0.2533005,25,318.014,7.657,-0.043,1.693,2.868,5.262,12.086,0.2697108,25,314.051,7.51,-0.004,1.655,2.74,4.043,10.462,0.2687971,25,309.773,6.863,-0.243,1.906,3.633,3.397,10.64,0.338687
18/09/2013 11:30,Green,26.915,2.26,27.8,33,28.9,N51535765W8296564,340.603,0.5,14.9,1005.9,63.3,1.2,265.42,0,26,324.66,9.079,0.021,1.036,1.074,6.486,10.785,0.1392282,25,320.673,7.774,0.079,1.257,1.58,4.495,9.599,0.1971778,24,318.29,7.364,0.113,1.576,2.485,3.836,9.998,0.2610573,24,315.357,6.819,0.071,1.871,3.499,3.226,11.172,0.3345651,24,311.062,6.077,0.079,1.968,3.875,2.937,9.596,0.3950264
18/09/2013 11:40,Green,26.911,2.26,27.8,33.5,27.8,N51535755W8296588,340.62,0.3,14.7,1006,63.5,2.9,273.934,0,25,322.323,8.542,0.039,1.326,1.759,6.48,11.144,0.1893366,23,321.541,7.998,0.026,1.63,2.657,4.989,11.205,0.2485254,25,320.584,7.731,0.074,1.525,2.325,4.811,10.812,0.2405134,23,321.208,7.567,0.15,1.718,2.95,4.953,11.246,0.2768156,25,315.48,6.597,-0.156,1.387,1.924,4.513,9.335,0.2564045
18/09/2013 11:50,Green,26.914,2.26,27.8,33,28.9,N51535743W8296566,340.535,0.2,14.2,1006.1,65.1,5.8,255.099,0,26,317.516,9.533,-0.112,1.394,1.943,6.694,12.528,0.17833,25,314.095,8.79,0.063,1.409,1.985,6.146,11.771,0.1954378,25,313.725,8.884,-0.071,1.774,3.146,6.266,13.794,0.2434866,25,313.414,7.951,-0.086,1.707,2.915,5.541,12.484,0.2618966,25,309.694,6.941,-0.04,1.93,3.724,4.087,11.245,0.3390607
18/09/2013 12:00,Green,26.901,2.26,27.8,33.5,28.9,N51535764W8296574,340.571,0.5,14.6,1006.3,65,5.4,264.177,0,25,327.491,8.937,0,1.365,1.863,4.99,11.245,0.186249,26,324.984,8.005,-0.246,1.425,2.029,5.667,10.066,0.2170297,26,322.227,7.801,0.258,1.878,3.526,4.887,10.874,0.2935468,25,322.512,7.368,0.029,1.838,3.378,4.323,10.645,0.3042012,26,320.877,6.593,0.278,2.13,4.536,3.612,12.849,0.3939763
18/09/2013 12:10,Green,26.909,2.26,28.3,33.5,28.9,N51535765W8296586,340.603,0.4,14.8,1006.1,64.5,7,256.539,0,25,334.128,9.118,0.089,0.887,0.787,7.769,10.92,0.1186225,25,334.462,8.094,-0.159,1.386,1.921,5.923,11.337,0.2088501,25,331.238,7.609,0.234,1.605,2.576,4.865,11.662,0.2572471,25,332.059,7.051,-0.003,1.955,3.823,3.914,10.785,0.3381757,24,332.877,6.213,0.055,1.934,3.742,2.956,10.848,0.3796868
18/09/2013 12:20,Green,26.911,2.26,27.2,33.5,28.9,N51535760W8296585,340.56,0.3,15.4,1006.1,64.5,3.4,255.107,0,25,327.049,10.005,-0.029,0.99,0.98,7.898,12.079,0.1206917,25,327.004,9.103,0.062,1.167,1.363,6.991,11.067,0.1564007,25,326.319,8.643,0.203,1.299,1.687,6.34,11.381,0.1832716,25,323.131,7.901,0.087,1.641,2.692,5.376,11.575,0.2532623,24,325.376,6.966,0.385,1.92,3.686,3.477,10.529,0.3361273
18/09/2013 12:30,Green,26.911,2.26,28.3,33.5,29.5,N51535766W8296568,340.551,0.5,15,1006.1,62.9,7.8,261.478,0,26,322.668,8.389,0.094,1.818,3.305,5.205,11.477,0.2642818,25,317.719,7.866,0.163,1.724,2.972,5.081,10.987,0.2672661,24,315.475,7.574,0.089,1.501,2.253,5.37,10.509,0.2416886,24,316.152,6.587,0.049,1.572,2.472,4.323,10.323,0.2911188,23,318.839,5.851,0.205,1.757,3.086,3.198,9.585,0.3661138
