CSV Converter: v1.050,Filter: v1.008,File system version: v4,Unit: 174,Time stamps indicate the beginning of the averaging period,38m is a fixed reference measurement,The GPS field contains WGS84 datum and the latitude and longitude are in degrees and decimal minutes correct to the nearest 0.001 minutes,Measurement heights: 148m 90m 69m 44m 19m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time and Date,Status Flags,Battery (V),Generator (V),Optics Temp. (C),Electronics Temp. (C),Battery Temp. (C),GPS Data,ZephIR Bearing (deg),Tilt (degs),Air Temp. (C),Pressure (mbar),Humidity (%),MET Wind Speed (m/s),MET Direction (deg),Raining,Packets in Average at 148m,Wind Direction (deg) at 148m,Horizontal Wind Speed (m/s) at 148m,Vertical Wind Speed (m/s) at 148m,Horizontal Std.Dev. (m/s) at 148m,Horizontal Variance ((m/s)^2) at 148m,Horizontal Min (m/s) at 148m,Horizontal Max (m/s) at 148m,TI at 148m,Packets in Average at 90m,Wind Direction (deg) at 90m,Horizontal Wind Speed (m/s) at 90m,Vertical Wind Speed (m/s) at 90m,Horizontal Std.Dev. (m/s) at 90m,Horizontal Variance ((m/s)^2) at 90m,Horizontal Min (m/s) at 90m,Horizontal Max (m/s) at 90m,TI at 90m,Packets in Average at 69m,Wind Direction (deg) at 69m,Horizontal Wind Speed (m/s) at 69m,Vertical Wind Speed (m/s) at 69m,Horizontal Std.Dev. (m/s) at 69m,Horizontal Variance ((m/s)^2) at 69m,Horizontal Min (m/s) at 69m,Horizontal Max (m/s) at 69m,TI at 69m,Packets in Average at 44m,Wind Direction (deg) at 44m,Horizontal Wind Speed (m/s) at 44m,Vertical Wind Speed (m/s) at 44m,Horizontal Std.Dev. (m/s) at 44m,Horizontal Variance ((m/s)^2) at 44m,Horizontal Min (m/s) at 44m,Horizontal Max (m/s) at 44m,TI at 44m,Packets in Average at 19m,Wind Direction (deg) at 19m,Horizontal Wind Speed (m/s) at 19m,Vertical Wind Speed (m/s) at 19m,Horizontal Std.Dev. (m/s) at 19m,Horizontal Variance ((m/s)^2) at 19m,Horizontal Min (m/s) at 19m,Horizontal Max (m/s) at 19m,TI at 19m
28/09/2013 05:10,Green,26.936,2.26,29.5,36.4,33.5,N51535780W8296556,340.358,0.5,15,1001,84.1,2.2,218.247,0,25,105.431,7.65,-0.026,0.395,0.156,6.348,8.302,0.06295308,25,103.155,6.096,-0.054,0.542,0.294,4.59,7.341,0.1083963,25,101.336,5.598,-0.029,0.687,0.472,4.398,7.925,0.1497211,25,100.29,4.961,-0.055,0.719,0.516,4.006,7.014,0.1766235,26,97.904,4.06,0,0.904,0.817,2.406,5.683,0.2714165
28/09/2013 05:20,Green,26.943,2.26,29.5,36.4,33.5,N51535789W8296579,340.317,0.4,14.9,1001,83.8,2.6,219.01,0,26,103.399,7.332,-0.054,0.49,0.24,6.162,8.35,0.08151066,26,98.786,5.905,-0.032,0.514,0.264,4.789,7.011,0.1060857,25,97.573,5.349,0.03,0.719,0.517,4.042,6.506,0.1638873,25,95.093,4.836,-0.067,0.847,0.717,2.666,6.137,0.2135963,25,92.471,3.885,-0.016,1.032,1.065,2.08,5.773,0.3239044
28/09/2013 05:30,Green,26.936,2.26,30.1,37,33,N51535773W8296589,340.363,0.4,15.1,1000.9,83.6,3,218.869,0,26,102.037,6.389,-0.059,0.366,0.134,5.535,7.07,0.0699559,26,97.912,4.902,-0.005,0.515,0.266,3.648,6.074,0.1282009,26,95.441,4.548,-0.018,0.5,0.25,3.775,5.748,0.1340158,26,93.507,3.906,0.037,0.483,0.233,2.794,4.759,0.1508026,26,92.704,3.41,-0.031,0.606,0.367,2.041,4.923,0.2167239
28/09/2013 05:40,Green,26.941,2.26,29.5,37,32.4,N51535751W8296597,340.419,0.4,15.3,1000.8,83.8,2.7,218.499,0,25,100.176,6.731,0.01,0.511,0.262,5.335,7.57,0.09266108,25,96.212,5.307,-0.018,0.609,0.371,3.999,6.344,0.1400084,26,93.796,4.738,-0.038,0.557,0.31,3.901,5.997,0.1433572,26,88.267,4.09,-0.006,0.606,0.367,3.205,5.367,0.1805986,25,87.039,3.16,0.021,0.85,0.722,1.818,4.971,0.3280255
28/09/2013 05:50,Green,26.936,2.26,29.5,37,33.5,N51535760W8296574,340.415,0.8,15.1,1000.9,83.4,1.8,220.221,0,25,101.787,6.26,-0.018,0.49,0.24,5.149,7.142,0.09538129,25,99.831,4.681,-0.068,0.613,0.375,3.65,6.331,0.1596244,25,98.488,4.265,0.003,0.592,0.351,3.338,5.72,0.1693813,25,96.725,3.732,-0.016,0.671,0.451,2.589,5.301,0.2194099,26,96.768,3.107,0.029,0.726,0.527,2.065,4.501,0.2850703
28/09/2013 06:00,Green,26.934,2.26,30.1,37,33.5,N51535732W8296579,340.45,1.2,15,1001,83.2,2.9,219.751,0,26,102.342,5.944,0.004,0.271,0.073,5.511,6.428,0.05553269,26,97.742,4.384,-0.057,0.462,0.213,3.605,5.327,0.1284844,26,96.185,3.962,-0.009,0.537,0.289,3.302,5.107,0.165425,26,94.98,3.401,-0.002,0.614,0.377,2.359,4.645,0.2202969,26,97.481,2.649,0.005,0.632,0.4,1.702,4.209,0.2911501
28/09/2013 06:10,Green,26.94,2.26,30.1,37,33.5,N51535764W8296575,340.384,0.8,14.9,1000.9,83.2,2.6,220.493,0,26,101.097,6.199,-0.015,0.381,0.145,5.406,6.728,0.07501996,26,94.009,4.747,0.04,0.462,0.213,3.459,5.468,0.1186936,25,92.241,4.391,-0.026,0.548,0.301,2.947,5.426,0.1522944,25,91.299,4.092,0.035,0.524,0.274,2.932,4.992,0.1560023,25,90.061,3.495,-0.049,0.699,0.488,2.37,5.137,0.2438488
28/09/2013 06:20,Green,26.935,2.26,30.1,37,33.5,N51535765W8296593,340.404,1.5,15,1000.9,83.2,2.7,222.578,0,25,98.344,6.817,0.064,0.345,0.119,6.143,7.396,0.06172215,25,89.647,5.283,-0.013,0.497,0.247,4.138,6.203,0.1146365,26,85.666,4.755,0.026,0.497,0.247,3.659,5.638,0.1274122,25,81.932,4.039,0.035,0.604,0.365,3.174,5.758,0.1825055,25,84.521,2.822,-0.023,0.609,0.371,1.831,4.147,0.2633296
28/09/2013 06:30,Green,26.942,2.26,30.1,37,33.5,N51535773W8296575,340.404,0.5,14.9,1000.7,83.4,2.8,222.413,0,26,99.564,6.822,0.053,0.303,0.092,6.25,7.379,0.05408538,26,92.575,5.014,-0.01,0.436,0.19,4.231,5.954,0.1059957,26,89.701,4.38,0.001,0.512,0.262,3.136,5.496,0.1426137,26,86.823,3.66,-0.063,0.524,0.274,2.592,4.717,0.174441,26,88.206,2.629,0.003,0.453,0.205,1.44,3.34,0.2099005
28/09/2013 06:40,Green,26.947,2.26,30.1,36.4,33.5,N51535769W8296581,340.421,0.6,14.7,1000.9,83.7,3.1,219.334,0,25,97.625,7.207,0.062,0.391,0.153,6.507,8.074,0.06620565,25,90.616,5.384,-0.003,0.52,0.27,4.525,6.343,0.1178081,25,87.038,4.738,-0.004,0.473,0.223,3.835,5.533,0.1216491,26,80.079,4.189,-0.044,0.38,0.144,3.419,4.956,0.1106259,26,77.52,3.234,-0.008,0.575,0.33,1.979,4.204,0.2166574
28/09/2013 06:50,Green,26.937,2.26,30.1,37,33,N51535762W8296565,340.331,0.4,14.4,1001,84.1,3.1,217.692,0,26,96.847,6.669,0.112,0.467,0.218,5.624,7.402,0.08547418,25,90.047,4.98,-0.065,0.448,0.201,4.074,6.222,0.1097727,25,86.173,4.462,0.018,0.42,0.177,3.638,5.838,0.1148558,25,80.529,3.812,0.012,0.508,0.258,2.502,4.729,0.162439,25,81.125,2.838,-0.034,0.603,0.363,1.933,4.467,0.2590524
28/09/2013 07:00,Green,26.934,2.26,30.1,37,33.5,N51535786W8296543,340.308,0.9,14.4,1001.2,84.2,3,218.864,0,25,97.69,6.603,0.026,0.35,0.122,5.707,7.424,0.06455241,26,92.317,4.973,0.011,0.491,0.241,4.237,6.385,0.1203334,26,88.221,4.379,0.029,0.536,0.287,3.358,5.896,0.1491885,26,81.341,3.657,0.017,0.489,0.239,2.691,4.429,0.1629976,26,80.501,2.699,0.012,0.589,0.347,1.71,4.026,0.2659861
28/09/2013 07:10,Green,26.927,2.26,30.6,37,33.5,N51535778W8296553,340.332,0.4,14.2,1001,84.3,2.3,220.544,0,26,96.085,7.019,0.015,0.659,0.434,5.659,8.016,0.1144827,26,91.611,5.382,0.013,0.477,0.228,4.575,6.419,0.1080838,25,86.461,4.709,-0.021,0.353,0.125,3.954,5.343,0.09147038,25,79.577,3.915,-0.053,0.404,0.163,3.061,4.359,0.1256982,25,72.927,2.859,-0.028,0.423,0.179,2.15,3.748,0.1804743
28/09/2013 07:20,Green,26.94,2.26,30.1,37,33.5,N51535765W8296541,340.381,2,14.3,1001.1,84.2,3.3,221.843,0,25,94.02,6.905,0.028,0.424,0.179,6.003,7.714,0.07480131,25,87.77,5.26,0.031,0.464,0.215,4.692,6.494,0.1075992,26,85.405,4.687,-0.043,0.438,0.192,3.955,5.957,0.1138555,26,79.53,3.783,0.023,0.429,0.184,3.148,5.164,0.1381506,26,75.751,2.922,0.005,0.52,0.27,1.988,4.31,0.2168104
28/09/2013 07:30,Green,26.938,2.26,30.1,37,33,N51535771W8296562,340.422,0.4,14.4,1001.2,83.9,1.4,218.382,0,26,95.616,6.888,0.003,0.356,0.126,6.218,7.831,0.06297009,26,90.396,5.102,0.01,0.351,0.123,4.408,5.938,0.08389626,26,87.286,4.461,-0.01,0.367,0.135,3.609,5.145,0.1003855,26,82.256,3.821,0.023,0.384,0.147,3.048,4.773,0.1224131,25,78.89,2.861,-0.044,0.638,0.406,1.588,4.253,0.2717578
28/09/2013 07:40,Green,26.937,2.26,30.1,37,33,N51535760W8296559,340.438,0.4,14.5,1001,83.1,2.8,220.464,0,25,94.677,6.436,-0.001,0.406,0.165,5.563,7.204,0.07685258,25,90.225,5.029,-0.071,0.51,0.26,4.124,6.077,0.1237426,25,89.644,4.465,0,0.489,0.239,3.428,5.65,0.133573,25,88.442,3.722,0.004,0.501,0.251,2.674,4.855,0.1642529,26,88.437,2.872,0.062,0.587,0.345,2.027,4.383,0.2493588
28/09/2013 07:50,Green,26.935,2.26,28.3,37,34.7,N51535798W8296556,340.347,1.2,14.8,1001,82.5,1.2,220.5,0,26,95.533,6.602,0.115,0.521,0.271,5.749,7.741,0.09622992,25,90.606,4.426,0.047,0.529,0.28,3.653,6.185,0.1456759,25,87.632,3.823,-0.124,0.538,0.289,3.139,5.851,0.1715038,25,85.503,3.28,-0.016,0.429,0.184,2.666,4.432,0.1594884,25,82.239,2.556,-0.052,0.388,0.151,2.031,3.871,0.1852788
28/09/2013 08:00,Green,26.926,2.26,30.1,37,33.5,N51535773W8296563,340.307,0.7,15,1001,82,2.5,219.62,0,25,95.506,6.332,0.003,0.466,0.218,5.093,6.984,0.08984108,26,91.034,4.323,-0.086,0.37,0.137,3.419,5.033,0.1042768,26,90.03,3.825,0.044,0.423,0.179,2.822,4.629,0.1350308,26,88.754,3.283,-0.04,0.432,0.187,2.421,4.216,0.1604733,26,90.688,2.582,0.027,0.568,0.322,1.677,4.238,0.26816
28/09/2013 08:10,Green,26.937,2.26,30.1,37,33,N51535746W8296547,340.323,1,15.1,1000.9,81.4,3.3,219.533,0,26,96.015,6.274,-0.012,0.568,0.323,5.555,7.306,0.1104909,25,94.159,4.807,0.06,0.882,0.778,3.487,6.977,0.223725,25,94.53,4.45,-0.018,1.005,1.01,2.776,6.842,0.2754374,25,93.847,4.139,0.062,0.802,0.643,2.57,5.977,0.236323,25,92.89,3.212,-0.11,0.714,0.51,1.618,4.407,0.2710227
28/09/2013 08:20,Green,26.937,2.26,30.1,37,32.4,N51535769W8296576,340.315,1.4,15.3,1001,80.4,3,216.751,0,25,97.322,6.617,-0.001,0.476,0.226,5.289,7.704,0.08765267,26,93.674,5.232,-0.056,0.685,0.469,3.835,6.788,0.1596715,26,92.871,4.834,-0.078,0.683,0.466,3.926,6.601,0.1722379,26,91.184,4.29,0.017,0.661,0.436,2.999,6.198,0.1877726,25,93.445,3.705,-0.022,0.699,0.489,2.359,4.894,0.230084
28/09/2013 08:30,Green,26.942,2.26,30.1,37,33.5,N51535784W8296574,340.436,0.4,15.5,1001.3,80,2.9,216.647,0,26,100.864,6.817,0.011,0.59,0.348,5.557,7.989,0.1055112,26,97.089,5.667,-0.038,0.683,0.467,4.562,6.894,0.1470114,26,96.035,5.213,-0.02,0.657,0.431,4.175,6.586,0.1536687,26,94.764,4.657,0.031,0.514,0.264,3.54,5.557,0.1346109,26,102.347,3.431,0.079,0.763,0.583,1.867,4.953,0.2713683
28/09/2013 08:40,Green,26.939,2.26,31.2,37,33.5,N51535789W8296579,340.415,1,15.8,1001.6,79.2,2.6,218.146,0,25,104.326,6.801,-0.019,0.776,0.601,5.313,8.271,0.1390692,25,100.77,5.564,-0.052,0.649,0.421,4.126,6.69,0.1421759,25,99.437,5.221,0.005,0.796,0.633,3.277,6.838,0.1858838,25,99.532,4.705,-0.012,0.934,0.873,2.641,6.56,0.2421562,26,99.096,3.909,-0.005,0.674,0.454,2.238,5.28,0.2101648
28/09/2013 08:50,Green,26.94,2.26,30.1,37.6,33.5,N51535793W8296567,340.394,0.7,15.7,1001.6,79,4.4,211.871,0,26,96.677,7.336,-0.106,0.746,0.557,5.903,8.438,0.1240585,25,96.195,6.305,-0.004,0.602,0.362,5.396,7.793,0.116364,25,98.122,6.097,0.022,0.769,0.591,4.764,7.996,0.1537406,24,97.852,5.854,0.123,1.175,1.38,4.204,9.415,0.2447491,25,98.457,4.935,0.031,1.266,1.603,2.731,7.154,0.3128768
28/09/2013 09:00,Green,26.935,2.26,30.1,37,33.5,N51535679W8296621,340.371,0.4,15.7,1001.6,78.1,3.5,217.008,0,26,95.329,6.824,0.01,0.79,0.624,5.32,8.487,0.1412206,26,93.413,6.011,-0.036,0.909,0.825,4.452,7.763,0.1843354,26,94.278,5.705,0.049,0.958,0.918,3.966,7.22,0.204816,26,94.457,5.432,0.014,1.115,1.244,3.372,7.884,0.2504204,25,97.049,4.54,-0.097,0.762,0.58,2.893,6.211,0.2045964
28/09/2013 09:10,Green,26.933,2.26,29.5,37.6,33.5,N51535779W8296572,340.384,0.3,16,1001.6,78,1.5,215.668,0,25,98.147,6.279,0.053,0.705,0.496,4.817,7.75,0.1368271,26,94.477,5.502,-0.019,0.716,0.512,3.883,7.173,0.1585988,26,93.297,5.097,-0.04,0.69,0.477,3.883,6.767,0.1651931,26,91.179,4.749,0.001,0.86,0.74,3.243,6.639,0.2209513,25,91.118,4.254,0.023,1.023,1.048,2.853,6.759,0.2933816
28/09/2013 09:20,Green,26.93,2.26,30.1,37,33,N51535775W8296552,340.354,0.4,16,1001.6,77.4,3.4,216.789,0,25,98.316,7.566,0.036,1.034,1.07,5.104,9.505,0.1667066,25,96.958,6.671,0.127,1.267,1.606,4.482,8.603,0.2316705,25,95.549,6.252,0.004,1.292,1.668,3.902,8.737,0.2519544,25,93.294,5.877,-0.058,1.233,1.521,3.41,7.808,0.2559479,25,94.086,4.965,-0.089,1.372,1.883,2.909,6.891,0.3370226
28/09/2013 09:30,Green,26.939,2.26,30.1,37.6,32.4,N51535784W8296550,340.383,0.5,16.1,1001.6,77.1,3.5,212.974,0,27,99.908,8.146,-0.062,0.911,0.83,6.661,10.504,0.1363802,26,98.625,7.563,0.051,0.981,0.962,5.601,9.819,0.1581273,26,98.195,7.156,0.032,1.032,1.065,4.864,9.255,0.1758792,26,99.529,6.463,-0.038,1.105,1.222,4.334,8.862,0.2085335,25,98.474,5.7,0.109,0.922,0.85,3.993,7.972,0.1972789
28/09/2013 09:40,Green,26.936,2.26,30.6,37,33.5,N51535753W8296577,340.345,0.4,16.1,1001.3,76.4,2.3,214.958,0,25,100.035,8.704,0.02,0.916,0.839,6.84,11.04,0.1283646,26,97.148,8.215,0.069,1.064,1.131,5.699,10.519,0.1579022,26,96.767,7.735,-0.067,1.286,1.654,5.184,10.108,0.2027948,26,97.024,7.129,0.02,1.299,1.688,4.321,9.216,0.2222711,25,94.058,6.345,0.121,1.404,1.972,3.293,8.805,0.2698658
28/09/2013 09:50,Green,26.93,2.26,30.1,37.6,33.5,N51535763W8296550,340.343,0.4,15.9,1001.6,77.1,3.9,217.022,0,25,104.625,7.276,0.051,0.579,0.336,6.254,8.615,0.09711475,25,103.192,6.074,0.041,0.508,0.258,5.189,6.918,0.1019761,25,103.834,5.482,0.037,0.54,0.292,4.51,6.383,0.1202097,25,103.817,4.902,-0.097,0.699,0.489,3.19,6.266,0.1738963,26,101.253,4.404,0.03,1.021,1.043,2.449,6.286,0.2827349
28/09/2013 10:00,Green,26.929,2.26,30.1,37.6,33.5,N51535786W8296570,340.349,0.2,16.2,1001.6,76.5,4.3,215.072,0,26,100.099,7.45,0.12,0.635,0.403,6.478,8.456,0.1038686,26,98.159,6.195,0.051,0.863,0.744,4.797,7.971,0.1698567,26,97.511,5.656,-0.049,0.808,0.653,4.587,7.806,0.174205,26,95.108,5.066,0.022,0.82,0.673,3.288,6.935,0.1974149,26,94.627,4.291,0.117,0.908,0.825,2.67,5.989,0.2581421
28/09/2013 10:10,Green,26.935,2.26,29.5,37,33.5,N51535778W8296559,340.413,0.4,16.2,1001.3,76.6,3.9,216.284,0,26,99.072,8.428,-0.029,0.502,0.252,7.284,9.024,0.07258893,26,97.073,7.44,0.005,0.614,0.377,6.029,8.529,0.1005767,26,96.574,7.162,0.014,0.833,0.693,4.965,8.985,0.1417803,24,93.227,6.208,0.12,1.328,1.762,3.162,9.126,0.2607775,25,96.426,5.062,0.043,1.418,2.011,2.431,8.144,0.3416145
28/09/2013 10:20,Green,26.926,2.26,30.1,37.6,33.5,N51535769W8296563,340.443,0.4,16.2,1001,75.8,2.3,214.959,0,25,97.754,8.457,0.021,0.64,0.41,7.516,10.072,0.09230131,25,95.953,7.49,-0.007,0.922,0.851,5.868,8.917,0.150158,25,94.24,7.046,0.106,1.002,1.004,5.409,9.092,0.1733883,26,91.125,6.03,-0.002,1.209,1.461,3.901,9.35,0.2444519,26,93.081,4.948,0.131,0.971,0.942,3.194,6.51,0.2392492
28/09/2013 10:30,Green,26.931,2.26,30.1,37.6,33.5,N51535772W8296562,340.432,0.2,16.4,1001.1,75.1,4.1,216.244,0,26,97.074,7.58,-0.042,0.557,0.31,6.69,8.402,0.08953298,26,97.283,6.491,-0.142,0.688,0.473,4.908,7.915,0.12919,26,97.975,6.129,0.036,0.712,0.507,4.737,7.406,0.1416819,26,99.835,5.471,0.026,0.845,0.715,4.114,6.968,0.1884529,26,98.042,4.726,0.005,1.221,1.491,2.453,7.309,0.3151233
28/09/2013 10:40,Green,26.933,2.26,30.1,37,33.5,N51535787W8296547,340.446,0.2,16.2,1000.9,75.7,3.2,216.513,0,26,93.33,8.291,-0.01,0.821,0.674,6.813,9.925,0.1207728,26,92.243,7.329,-0.107,0.732,0.536,6.282,8.922,0.1218658,26,90.039,6.865,-0.008,0.786,0.618,5.674,8.736,0.1396289,25,88.775,6.101,-0.026,0.989,0.978,4.579,8.292,0.1977049,24,89.802,5.578,0.037,1.019,1.039,3.364,7.46,0.2228256
28/09/2013 10:50,Green,26.937,2.26,30.1,37,34.1,N51535764W8296537,340.437,1.4,16.2,1000.9,75.6,3.3,217.391,0,25,92.163,8.418,0,0.506,0.256,6.937,9.345,0.07332492,25,91.296,7.23,0.034,0.74,0.547,5.647,8.566,0.1247536,25,90.915,6.639,-0.035,0.916,0.839,5.065,8.526,0.1682496,26,89.95,6.19,-0.034,1.166,1.359,3.577,8.292,0.229664,26,89.325,5.075,-0.033,1.067,1.139,3.122,6.912,0.2563927
28/09/2013 11:00,Green,26.931,2.26,30.1,37.6,33,N51535745W8296592,340.47,0.8,16.2,1000.8,76.1,2.8,212.583,0,26,93.103,8.655,-0.022,1.028,1.057,6.201,10.814,0.144875,26,90.718,7.846,0.007,1.422,2.021,5.198,11.261,0.2209541,26,89.001,7.475,-0.074,1.451,2.105,5.112,10.825,0.2367174,26,91.292,6.478,0.156,1.125,1.267,4.654,9.263,0.2118859,26,93.321,5.397,0.028,1.519,2.308,2.943,7.868,0.3432942
28/09/2013 11:10,Green,26.929,2.26,31.2,37.6,33.5,N51535738W8296571,340.512,1.5,16.2,1000.4,76.1,1.9,212.436,0,26,94.926,8.263,0.019,1.339,1.793,6.131,11.647,0.1976402,25,91.686,7.497,-0.092,1.144,1.309,4.87,9.604,0.1861212,25,93.004,6.896,0.05,0.985,0.97,5.325,8.493,0.1741301,25,93.963,6.617,0.08,1.267,1.606,4.001,9.571,0.2335873,22,93.744,5.635,0.093,1.48,2.191,2.96,8.835,0.3203432
28/09/2013 11:20,Green,26.928,2.26,30.6,37,33.5,N51535778W8296563,340.514,0.4,16.2,1000.3,75.8,3.5,213.083,0,25,90.243,7.957,0.035,1.159,1.344,6.446,10.87,0.1777076,26,88.765,7.455,-0.02,1.313,1.724,5.011,10.304,0.2147914,26,87.287,7.09,-0.111,1.489,2.217,5.077,10.5,0.2560995,25,85.402,6.618,-0.056,1.017,1.035,4.487,8.433,0.187473,24,86.251,5.353,0.117,0.865,0.748,3.904,6.906,0.1970329
28/09/2013 11:30,Green,26.943,2.26,30.6,37,33.5,N51535753W8296607,340.53,0.5,16.5,1000,76.4,4.3,213.978,0,26,87.915,6.871,0.057,1.135,1.287,5.2,9.496,0.2013616,26,87.891,6.422,-0.102,1.379,1.902,4.447,9.25,0.2618954,26,87.006,6.277,-0.057,1.426,2.033,4.186,9.451,0.2769769,26,87.014,6.02,0.002,1.611,2.596,4.081,9.668,0.3264072,25,90.702,5.137,0.007,1.709,2.921,2.443,9.251,0.4056975
28/09/2013 11:40,Green,26.94,2.26,30.6,37,33.5,N51535747W8296583,340.551,0.7,17.1,1000,76.3,3.6,214.081,0,25,88.911,7.09,-0.119,1.042,1.086,5.607,9.134,0.1792799,25,88.065,6.436,-0.002,0.982,0.965,4.671,8.6,0.1861205,25,88.572,6.256,-0.027,0.952,0.906,4.642,8.942,0.1855878,25,91.404,5.758,-0.087,0.897,0.804,4.468,8.75,0.1899354,25,96.54,4.652,0.033,1.208,1.46,1.92,7.168,0.3167385
28/09/2013 11:50,Green,26.941,2.26,30.6,37.6,33.5,N51535744W8296584,340.546,0.7,16.9,999.8,76.5,3.2,214.839,0,26,88.179,6.833,-0.059,0.812,0.66,4.477,8.253,0.1449527,26,87.545,6.588,0.059,0.826,0.683,4.958,8.021,0.1529745,26,87.568,6.379,0.026,0.928,0.861,4.538,8.076,0.1773852,25,88.6,5.955,0.026,0.862,0.743,3.976,7.296,0.1765169,25,86.602,5.196,-0.053,1.08,1.166,3.143,7.498,0.2534536
28/09/2013 12:00,Green,26.934,2.26,28.3,37.6,33.5,N51535747W8296567,340.518,0.5,16.9,1000,77.1,4.1,214.617,0,26,101.688,6.477,0.021,0.925,0.855,4.946,8.981,0.1741287,26,98.563,6.388,-0.103,0.866,0.751,4.705,8.351,0.1654173,25,97.476,6.068,0.04,0.886,0.785,4.143,7.845,0.1781236,26,96.885,5.464,-0.068,1.19,1.416,3.368,7.863,0.2656277,26,98.074,4.788,-0.054,1.272,1.618,3.22,7.166,0.3239983
28/09/2013 12:10,Green,26.939,2.26,30.6,37.6,34.1,N51535788W8296565,340.544,0.2,16.9,1000,77.3,5.4,214.919,0,25,98.602,5.694,0.033,0.859,0.738,4.069,7.958,0.1839758,25,96.881,5.494,0.022,1.049,1.1,3.694,8.51,0.2327707,26,95.397,5.465,0.117,1.089,1.186,3.501,7.914,0.2430173,26,92.761,4.96,0.189,1.056,1.115,2.721,7.039,0.2596447,25,96.555,4.135,-0.19,0.922,0.85,2.581,6.157,0.2718405
28/09/2013 12:20,Green,26.937,2.26,30.6,37,34.1,N51535786W8296564,340.536,0.3,16.9,1000.1,77.9,2.4,213.33,0,25,107.822,6.051,0.02,0.815,0.664,4.541,7.737,0.1642633,25,108.509,5.773,-0.002,0.845,0.714,4.032,7.163,0.1784667,25,108.639,5.747,0.026,0.894,0.799,4.056,7.088,0.1896347,25,108.537,5.535,-0.079,0.807,0.651,4.252,7.451,0.1778461,25,111.79,4.63,0.105,1.134,1.287,2.528,6.493,0.2987744
28/09/2013 12:30,Green,26.942,2.26,30.6,37.6,34.1,N51535781W8296555,340.597,0.5,16.9,1000.3,78.5,2.3,212.401,5,26,112.793,5.962,9998,0.644,0.415,4.657,7.104,0.1317154,26,109.242,5.779,9998,0.789,0.623,3.975,7.491,0.1665867,25,106.546,5.666,9998,0.774,0.598,3.913,7.413,0.1665098,25,104.796,5.303,9998,0.649,0.421,4.256,6.778,0.1492768,26,103.302,4.424,9998,0.848,0.72,2.938,6.206,0.2338773
28/09/2013 12:40,Green,26.933,2.26,30.6,37.6,34.1,N51535748W8296577,340.551,0.8,16.7,1000.2,78.4,1.2,213.528,14,24,109.013,6.848,9998,1.045,1.091,4.973,9.087,0.1860088,25,106.489,6.376,9998,1.057,1.118,4.69,9.617,0.2021945,25,106.257,6.31,9998,1.1,1.21,4.598,9.177,0.2125484,25,104.939,5.847,9998,1.086,1.18,3.639,7.845,0.2265536,25,105.578,4.893,9998,1.332,1.774,2.29,8.534,0.331937
28/09/2013 12:50,Green,26.939,2.26,30.6,37.6,34.1,N51535769W8296570,340.505,0.5,16.8,1000.2,79.6,2.9,217.074,0,25,105.048,7.184,0.146,0.86,0.74,5.584,8.635,0.1459896,25,106.539,6.618,-0.042,0.891,0.793,5.249,8.469,0.1641199,25,106.288,6.411,0.102,0.855,0.73,4.888,8.338,0.1625667,25,104.672,5.988,-0.033,0.826,0.682,4.502,7.977,0.1682255,24,103.473,5.079,-0.078,1.264,1.597,2.825,6.909,0.30347
28/09/2013 13:00,Green,26.935,2.26,30.6,37.6,34.1,N51535768W8296559,340.514,0.2,16.4,1000.2,80,2.7,213.02,9,26,101.682,8.718,9998,0.646,0.417,7.446,10.191,0.09034201,26,101.885,8.303,9998,1.21,1.464,5.642,11.691,0.1777485,26,101.902,7.96,9998,1.128,1.272,5.269,10.218,0.1727637,26,102.971,7.254,9998,1.189,1.414,4.838,9.33,0.1998616,23,102.223,6.211,9998,1.401,1.962,3.421,8.584,0.2750743
28/09/2013 13:10,Green,26.935,2.26,30.6,37.6,34.1,N51535769W8296559,340.565,1.8,16.4,999.8,80.9,2.9,219.457,0,26,103.108,6.612,0.007,0.647,0.419,5.354,7.511,0.1193287,25,101.809,6.157,0.046,0.752,0.565,4.261,7.289,0.1488791,25,102.023,5.781,-0.028,0.835,0.697,3.931,7.517,0.1761169,25,105.408,5.299,0.015,0.797,0.635,3.795,6.795,0.1834152,24,105.277,4.541,-0.017,0.88,0.774,2.687,6.011,0.236224
28/09/2013 13:20,Green,26.935,2.26,30.6,37,33.5,N51535779W8296557,340.557,0.6,16.4,999.6,81.2,4.8,216.688,0,25,97.238,6.439,-0.028,1.039,1.081,5.17,9.68,0.1968719,26,97.053,6.025,0.013,1.05,1.102,4.647,8.509,0.2124309,26,97.323,5.801,0.06,1.019,1.038,4.36,7.693,0.2141314,25,95.935,5.239,0.121,1.064,1.132,3.407,7.592,0.2476672,25,102.894,4.056,-0.073,1.341,1.799,2.448,7.423,0.4033155
28/09/2013 13:30,Green,26.933,2.26,30.6,37.6,34.1,N51535773W8296557,340.607,0.7,16.7,999.8,81.1,2.9,214.03,0,26,107.121,8.447,-0.2,0.95,0.902,6.473,9.939,0.1370971,24,103.902,7.803,-0.039,1.465,2.146,4.701,11.762,0.2289372,24,102.897,7.556,-0.144,1.572,2.473,4.66,10.99,0.2537737,26,103.802,6.767,-0.009,1.823,3.324,3.454,10.009,0.3285438,26,102.344,5.681,-0.021,1.656,2.742,2.937,8.988,0.355437
